苗字,苗字（ふりがな）,人数,割合,名前（男）,名前（男）ふりがな,名前（女）,名前（女）ふりがな
伊賀上,いがかみ,970,114434010,,,,
中舘,なかだて,970,114434980,,,,
島山,しまやま,970,114435950,,,,
鰐部,わにべ,970,114436920,,,,
桃木,もものき,970,114437890,,,,
森定,もりてつじょう,970,114438860,,,,
外舘,とだて,970,114439830,,,,
成嶋,なりしま,970,114440800,,,,
関和,せきかず,970,114441770,,,,
追立,ついたち,970,114442740,,,,
千脇,ちわく,970,114443710,,,,
重留,しげどめ,970,114444680,,,,
峯山,みねやま,970,114445650,,,,
依光,よりみつ,970,114446620,,,,
采女,うねめ,970,114447590,,,,
栂野,とがの,970,114448560,,,,
黒米,くろごめ,970,114449530,,,,
近江谷,おうみや,970,114450500,,,,
飯浜,いいはま,970,114451470,,,,
水尻,みずしり,970,114452440,,,,
稲冨,いねとみ,970,114453410,,,,
木川田,きかわだ,970,114454380,,,,
槙尾,まきお,970,114455350,,,,
江塚,こうつか,970,114456320,,,,
吉場,よしつるば,970,114457290,,,,
淵,ふち,970,114458260,,,,
信貴,しぎ,970,114459230,,,,
瀬井,せらしょう,970,114460200,,,,
遠峰,とおみね,970,114461170,,,,
礒辺,いそぴょん,970,114462140,,,,
灰谷,はいや,970,114463110,,,,
五郎丸,ごろうまる,970,114464080,,,,
山吉,やまよし,970,114465050,,,,
伏田,ふた,970,114466020,,,,
西室,にししつ,970,114466990,,,,
大櫛,おおくし,970,114467960,,,,
内木場,うちこば,960,114468920,,,,
末延,すえのぶ,960,114469880,,,,
戸津,とつ,960,114470840,,,,
龍崎,たつざき,960,114471800,,,,
松栄,まつえ,960,114472760,,,,
志和,しわ,960,114473720,,,,
倉茂,くらしげる,960,114474680,,,,
仁田原,にったきざきぱら,960,114475640,,,,
峯本,みねやなかもと,960,114476600,,,,
阿佐,あさ,960,114477560,,,,
仁部,にぶ,960,114478520,,,,
気田,けた,960,114479480,,,,
保川,やすがわ,960,114480440,,,,
若色,わかしょく,960,114481400,,,,
桜川,さくらがわ,960,114482360,,,,
徳平,とくひら,960,114483320,,,,
松苗,まつなわ,960,114484280,,,,
大宮司,だいぐうじ,960,114485240,,,,
安高,やすだか,960,114486200,,,,
小番,こつがい,960,114487160,,,,
名原,なはら,960,114488120,,,,
本地,ほんじ,960,114489080,,,,
柳迫,やなはく,960,114490040,,,,
中部,ちゅうぶ,960,114491000,,,,
高力,こうりき,960,114491960,,,,
桃谷,ももだに,960,114492920,,,,
阿江,あこう,960,114493880,,,,
畑尾,はたけお,960,114494840,,,,
榛沢,はんざわ,960,114495800,,,,
酒徳,さけとく,960,114496760,,,,
羽佐田,はねさだ,960,114497720,,,,
満井,みつい,960,114498680,,,,
日坂,にちざか,960,114499640,,,,
島森,しまもり,960,114500600,,,,
逆瀬川,さかせがわ,960,114501560,,,,
木地,きじ,960,114502520,,,,
下森,しももり,960,114503480,,,,
北城,きたしろ,960,114504440,,,,
和山,わやま,960,114505400,,,,
浦郷,うらごう,960,114506360,,,,
保母,ほぼ,960,114507320,,,,
頓宮,とんぐう,960,114508280,,,,
新矢,にいや,960,114509240,,,,
猪井,いのい,960,114510200,,,,
竹垣,たけがき,960,114511160,,,,
宮道,みやみち,960,114512120,,,,
若竹,わかたけ,960,114513080,,,,
関下,せきした,960,114514040,,,,
一森,かずもり,950,114514990,,,,
小金澤,こがねざわ,950,114515940,,,,
麦田,むぎた,950,114516890,,,,
夏田,なつだ,950,114517840,,,,
圓山,まるやま,950,114518790,,,,
牛沢,うしざわ,950,114519740,,,,
簾内,すのうち,950,114520690,,,,
梁田,やなだ,950,114521640,,,,
河畑,こうはた,950,114522590,,,,
幸松,ゆきまつ,950,114523540,,,,
芦名,あしな,950,114524490,,,,
稲継,いなつぎ,950,114525440,,,,
押部,おすべ,950,114526390,,,,
清井,きよい,950,114527340,,,,
鹿目,かのめ,950,114528290,,,,
小﨑,しょう﨑,950,114529240,,,,
谷渕,たにぶち,950,114530190,,,,
釘崎,ていざき,950,114531140,,,,
五百川,いもかわ,950,114532090,,,,
東園,ひがしぞの,950,114533040,,,,
篠川,ささがわ,950,114533990,,,,
伝,つて,950,114534940,,,,
末宗,すえむね,950,114535890,,,,
志鎌,しかま,950,114536840,,,,
月川,つきがわ,950,114537790,,,,
道中,どうちゅう,950,114538740,,,,
羽下,はねした,950,114539690,,,,
船原,ふなばら,950,114540640,,,,
井嶋,いとう,950,114541590,,,,
籔田,やぶた,950,114542540,,,,
平生,へいぜい,950,114543490,,,,
横枕,よこまくら,950,114544440,,,,
前薗,まえぞの,950,114545390,,,,
四倉,よつくら,950,114546340,,,,
貞森,さだもり,950,114547290,,,,
眞野,まの,950,114548240,,,,
高居,たかい,950,114549190,,,,
三鍋,みなべ,950,114550140,,,,
後迫,のちさこ,950,114551090,,,,
濁川,にごりかわ,950,114552040,,,,
盆子原,ぼんしはら,950,114552990,,,,
興野,おきの,950,114553940,,,,
鬼原,おにばら,950,114554890,,,,
榎谷,えのきやなや,950,114555840,,,,
座安,ざやす,950,114556790,,,,
居川,いがわ,950,114557740,,,,
瀬端,さはた,950,114558690,,,,
桑谷,くわがい,950,114559640,,,,
寄川,よりかわ,950,114560590,,,,
雁部,かりべ,950,114561540,,,,
大広,だいこう,950,114562490,,,,
上竹,かみだけ,940,114563430,,,,
後上,あとがみ,940,114564370,,,,
長迫,ながさこ,940,114565310,,,,
弦間,つるま,940,114566250,,,,
唐牛,かろうじ,940,114567190,,,,
関東,かんとう,940,114568130,,,,
宮久保,みやくぼ,940,114569070,,,,
埜口,やぐち,940,114570010,,,,
今市,いまいち,940,114570950,,,,
陸田,りくでん,940,114571890,,,,
八本,はちほん,940,114572830,,,,
小管,こすが,940,114573770,,,,
福見,ふくみ,940,114574710,,,,
武澤,たけたく,940,114575650,,,,
中坊,なかぼう,940,114576590,,,,
矢坂,やさか,940,114577530,,,,
紺屋,こんや,940,114578470,,,,
財田,さいた,940,114579410,,,,
久保園,くぼそのみ,940,114580350,,,,
音羽,おとわ,940,114581290,,,,
戸出,とで,940,114582230,,,,
野町,のまち,940,114583170,,,,
長谷井,はせい,940,114584110,,,,
貞松,ていしょう,940,114585050,,,,
宇津宮,うつのみや,940,114585990,,,,
讃井,たたい,940,114586930,,,,
小瀬村,こせむら,940,114587870,,,,
梶塚,かじもり,940,114588810,,,,
鍵田,かぎた,940,114589750,,,,
友常,ともづね,940,114590690,,,,
保利,ほり,940,114591630,,,,
泉澤,いずみさわ,940,114592570,,,,
市成,いちなり,940,114593510,,,,
伊久美,いくみ,940,114594450,,,,
篠澤,しのざわ,940,114595390,,,,
八下田,はちげでん,940,114596330,,,,
餌取,えどり,940,114597270,,,,
有友,くにとも,940,114598210,,,,
溝淵,みぞぶち,940,114599150,,,,
上畠,うえばたけ,940,114600090,,,,
藤宮,ふじみや,940,114601030,,,,
青,あお,940,114601970,,,,
崎,さき,940,114602910,,,,
網倉,あみぐら,940,114603850,,,,
末野,すえの,940,114604790,,,,
兼古,よねこ,940,114605730,,,,
日根,ひね,940,114606670,,,,
伊野波,いのなみ,940,114607610,,,,
冬木,ふゆき,940,114608550,,,,
古渡,こわたり,940,114609490,,,,
柴川,しばかわ,940,114610430,,,,
羽太,はぶと,940,114611370,,,,
合沢,あいざわ,940,114612310,,,,
絹田,きぬた,940,114613250,,,,
鷲沢,わしざわ,940,114614190,,,,
油野,ゆの,940,114615130,,,,
小豆沢,あずさわ,940,114616070,,,,
籔本,やぶもと,930,114617000,,,,
三箇,さんが,930,114617930,,,,
宇治野,うじの,930,114618860,,,,
梁島,りょうよしざき,930,114619790,,,,
當銘,とうめい,930,114620720,,,,
大道寺,だいどうじ,930,114621650,,,,
西﨑,にし﨑,930,114622580,,,,
川住,かわずみ,930,114623510,,,,
倉品,くらしな,930,114624440,,,,
久森,ひさもり,930,114625370,,,,
重成,しげなり,930,114626300,,,,
竹見,たけみ,930,114627230,,,,
和野,わの,930,114628160,,,,
小瀧,しょうたき,930,114629090,,,,
中目,なかめ,930,114630020,,,,
谷越,やごし,930,114630950,,,,
中場,なかじょう,930,114631880,,,,
丸地,まるち,930,114632810,,,,
椛田,もみじだ,930,114633740,,,,
国村,くにむら,930,114634670,,,,
古石,ふるいし,930,114635600,,,,
束田,つかだ,930,114636530,,,,
草加,そうか,930,114637460,,,,
蔦谷,つたや,930,114638390,,,,
國本,くにもと,930,114639320,,,,
森吉,もりよし,930,114640250,,,,
角地,かどち,930,114641180,,,,
槻木,つきのき,930,114642110,,,,
石割,いしわり,930,114643040,,,,
井料,いりよう,930,114643970,,,,
巌,いわお,930,114644900,,,,
国米,こくまい,930,114645830,,,,
角口,すみぐち,930,114646760,,,,
下館,しもだて,930,114647690,,,,
岩辺,いわなべ,930,114648620,,,,
吉坂,きちさか,930,114649550,,,,
細村,ほそむら,930,114650480,,,,
森浦,もりほ,930,114651410,,,,
椿山,ちんざん,930,114652340,,,,
萩山,はぎやま,930,114653270,,,,
北坂,きたざか,930,114654200,,,,
長塩,ながしお,930,114655130,,,,
島尾,しまお,930,114656060,,,,
又野,またの,930,114656990,,,,
管原,すがわら,930,114657920,,,,
矢形,やかた,930,114658850,,,,
奥宮,おくのみや,930,114659780,,,,
和仁,かずひとし,930,114660710,,,,
浜内,はまうち,930,114661640,,,,
曲山,まがりやま,930,114662570,,,,
金久,きむひさ,930,114663500,,,,
神宮寺,じんぐうじ,930,114664430,,,,
折出,おりで,930,114665360,,,,
飛鳥,あすか,930,114666290,,,,
西津,にしづ,930,114667220,,,,
網田,あみた,930,114668150,,,,
三明,さんめい,930,114669080,,,,
塩地,しおち,930,114670010,,,,
渋澤,しぶさわ,930,114670940,,,,
松金,まつがね,930,114671870,,,,
八束,はちたば,930,114672800,,,,
大谷内,おおやない,930,114673730,,,,
国近,くにちか,930,114674660,,,,
馬籠,まごめ,930,114675590,,,,
本園,もとぞの,930,114676520,,,,
今石,いまいし,930,114677450,,,,
早山,はややま,930,114678380,,,,
上瀬,うわせ,930,114679310,,,,
真方,まがた,930,114680240,,,,
伊牟田,いむた,920,114681160,,,,
吉福,よしふく,920,114682080,,,,
井下田,いしたちょん,920,114683000,,,,
廣谷,ひろや,920,114683920,,,,
倉津,くらしん,920,114684840,,,,
政所,まんどころ,920,114685760,,,,
富士原,ふじはら,920,114686680,,,,
砥綿,とわた,920,114687600,,,,
野竹,のだけ,920,114688520,,,,
入交,いりまじり,920,114689440,,,,
豊吉,とよきち,920,114690360,,,,
五十棲,いそづみ,920,114691280,,,,
大郷,おおさと,920,114692200,,,,
冨里,ふさと,920,114693120,,,,
鎮目,しずめ,920,114694040,,,,
文,ぶん,920,114694960,,,,
飯澤,いいざわ,920,114695880,,,,
浅野目,あさのめ,920,114696800,,,,
今給黎,こんきゅうれい,920,114697720,,,,
北向,きたむき,920,114698640,,,,
金石,かねいし,920,114699560,,,,
石中,いしなか,920,114700480,,,,
平位,ひらい,920,114701400,,,,
小曾根,こそね,920,114702320,,,,
鑓田,やりた,920,114703240,,,,
今井田,いまいだん,920,114704160,,,,
石和田,いさわぢょん,920,114705080,,,,
栗沢,くりさわ,920,114706000,,,,
加々見,かがみ,920,114706920,,,,
吹越,ふきこし,920,114707840,,,,
福徳,ふくとく,920,114708760,,,,
田垣,たがき,920,114709680,,,,
二ツ森,ふたつもり,920,114710600,,,,
張間,はりま,920,114711520,,,,
仲丸,なかまる,920,114712440,,,,
縄,なわ,920,114713360,,,,
古戸,こど,920,114714280,,,,
沢部,さわたかなべ,920,114715200,,,,
宮戸,みやと,920,114716120,,,,
真瀬,まなせ,920,114717040,,,,
冨野,ふの,920,114717960,,,,
潮見,しおみ,920,114718880,,,,
若崎,わかざき,920,114719800,,,,
板村,いたむら,920,114720720,,,,
与那原,よなばる,920,114721640,,,,
貝谷,かいや,920,114722560,,,,
蜂巣,はちす,920,114723480,,,,
兼森,かねもり,920,114724400,,,,
上城,うえしろ,920,114725320,,,,
本原,もとはら,920,114726240,,,,
大空,おおぞら,920,114727160,,,,
糸満,いとまん,920,114728080,,,,
花香,はなか,920,114729000,,,,
茂泉,しげいずみ,920,114729920,,,,
多治見,たじみ,920,114730840,,,,
友原,ともはら,920,114731760,,,,
富家,ふうか,920,114732680,,,,
砂塚,すなづか,920,114733600,,,,
目代,もくだい,920,114734520,,,,
長堂,ながどう,920,114735440,,,,
一橋,いちきょう,920,114736360,,,,
白上,はくかみ,920,114737280,,,,
城村,じょうむら,920,114738200,,,,
円尾,まるお,910,114739110,,,,
千綿,ちわた,910,114740020,,,,
山後,やまこう,910,114740930,,,,
浦松,うらまつ,910,114741840,,,,
明山,めいさん,910,114742750,,,,
岩名,いわな,910,114743660,,,,
高仲,こうなかむら,910,114744570,,,,
押方,おしかた,910,114745480,,,,
小市,こいち,910,114746390,,,,
磯和,いそわ,910,114747300,,,,
阿由葉,あゆば,910,114748210,,,,
井林,いばやし,910,114749120,,,,
小亀,しょうかめ,910,114750030,,,,
夏見,なつみ,910,114750940,,,,
霜島,しもじま,910,114751850,,,,
日名子,ひなご,910,114752760,,,,
八重尾,やえお,910,114753670,,,,
檀原,だんばら,910,114754580,,,,
畠野,はたの,910,114755490,,,,
沼井,ぬまい,910,114756400,,,,
喜島,きじま,910,114757310,,,,
共田,ともだ,910,114758220,,,,
三竹,みたけ,910,114759130,,,,
明賀,あすが,910,114760040,,,,
金枝,きんし,910,114760950,,,,
大湯,おおゆ,910,114761860,,,,
漆戸,うるしど,910,114762770,,,,
角掛,つのがけ,910,114763680,,,,
原科,はらけ,910,114764590,,,,
元橋,もとはし,910,114765500,,,,
野城,やしろ,910,114766410,,,,
阿佐美,あざみ,910,114767320,,,,
厚木,あつぎ,910,114768230,,,,
折尾,おりお,910,114769140,,,,
比田井,ひだい,910,114770050,,,,
久嶋,くじま,910,114770960,,,,
佐近,さこん,910,114771870,,,,
真名子,まなこ,910,114772780,,,,
染田,そめだ,910,114773690,,,,
外丸,とまる,910,114774600,,,,
立浪,たつなみ,910,114775510,,,,
有地,ゆうち,910,114776420,,,,
芦塚,あしづか,910,114777330,,,,
俵積田,たわらつみだ,910,114778240,,,,
金納,きんのう,910,114779150,,,,
杉藤,すぎとう,910,114780060,,,,
廣畑,ひろはた,910,114780970,,,,
津下,つした,910,114781880,,,,
中畠,なかばた,910,114782790,,,,
石阪,いしざか,910,114783700,,,,
沓澤,とうざわ,910,114784610,,,,
篠倉,ささくら,910,114785520,,,,
野溝,のみぞ,900,114786420,,,,
杉﨑,すぎ﨑,900,114787320,,,,
西峯,にしのみね,900,114788220,,,,
館林,たてばやし,900,114789120,,,,
雪野,ゆきの,900,114790020,,,,
甲地,こうち,900,114790920,,,,
小美野,おみの,900,114791820,,,,
武宮,たけみや,900,114792720,,,,
有藤,ゆうどう,900,114793620,,,,
浜出,はまいずる,900,114794520,,,,
権守,ごんもり,900,114795420,,,,
舩越,ふなごし,900,114796320,,,,
三國,みくに,900,114797220,,,,
夏川,なつかわ,900,114798120,,,,
津志田,つしだ,900,114799020,,,,
室木,むろき,900,114799920,,,,
見原,みはら,900,114800820,,,,
明,あきら,900,114801720,,,,
敷地,しきち,900,114802620,,,,
毒島,ぶすじま,900,114803520,,,,
炭本,はいもと,900,114804420,,,,
立和名,たてわな,900,114805320,,,,
生地,きじ,900,114806220,,,,
久志,ひさし,900,114807120,,,,
敷田,しきだ,900,114808020,,,,
垰,たお,900,114808920,,,,
糸魚川,いといがわ,900,114809820,,,,
室野,むろの,900,114810720,,,,
板持,いたもち,900,114811620,,,,
日永,ひなが,900,114812520,,,,
出戸,でと,900,114813420,,,,
百井,ももい,900,114814320,,,,
倉成,くらなり,900,114815220,,,,
伊深,いぶか,900,114816120,,,,
宿里,やどさと,900,114817020,,,,
森国,もりこく,900,114817920,,,,
汐崎,しおざき,900,114818820,,,,
外館,そとかん,900,114819720,,,,
新穂,にいほ,900,114820620,,,,
本家,ほんけ,900,114821520,,,,
双木,もろき,900,114822420,,,,
河岡,かわおか,900,114823320,,,,
安枝,やすえ,900,114824220,,,,
木多,きた,900,114825120,,,,
舘田,たてだ,900,114826020,,,,
世良田,せらだ,900,114826920,,,,
備瀬,びせ,900,114827820,,,,
田神,たがみ,900,114828720,,,,
常石,つねいし,900,114829620,,,,
杉町,すぎまち,900,114830520,,,,
力久,りきひさ,900,114831420,,,,
田方,たかた,900,114832320,,,,
京増,きようます,900,114833220,,,,
紙本,しもと,900,114834120,,,,
小脇,こわき,900,114835020,,,,
和多,わだ,900,114835920,,,,
和泉田,いずみだ,900,114836820,,,,
友近,ゆうこん,900,114837720,,,,
出沢,すざわ,900,114838620,,,,
金銅,こんどう,900,114839520,,,,
雫,しずく,900,114840420,,,,
稲次,いなつぎ,900,114841320,,,,
大貝,おおがい,900,114842220,,,,
慶田,よしだ,900,114843120,,,,
花嶋,はなじま,900,114844020,,,,
宅島,たくしま,900,114844920,,,,
梛野,なぎの,900,114845820,,,,
古嶋,ふるじま,890,114846710,,,,
池岡,いけおか,890,114847600,,,,
印牧,かねまき,890,114848490,,,,
松友,まつとも,890,114849380,,,,
舞田,まいた,890,114850270,,,,
戸祭,とまつり,890,114851160,,,,
丸石,まるいし,890,114852050,,,,
待井,まちい,890,114852940,,,,
嘉屋,よしや,890,114853830,,,,
沢藤,さわふじ,890,114854720,,,,
菅根,かんねまわり,890,114855610,,,,
畔田,あぜた,890,114856500,,,,
友安,ともやす,890,114857390,,,,
里井,りせい,890,114858280,,,,
小栁,しょう栁,890,114859170,,,,
武馬,たけまさき,890,114860060,,,,
鷹箸,たかはし,890,114860950,,,,
阿嘉,あか,890,114861840,,,,
倉山,くらやま,890,114862730,,,,
厚海,あつみ,890,114863620,,,,
内記,ないき,890,114864510,,,,
入井,いるい,890,114865400,,,,
白数,しろすう,890,114866290,,,,
菊次,きくじ,890,114867180,,,,
上部,じょうぶ,890,114868070,,,,
浦瀬,うらせ,890,114868960,,,,
高知尾,こうちお,890,114869850,,,,
朝賀,ちょうが,890,114870740,,,,
明比,あけひ,890,114871630,,,,
一川,いちかわ,890,114872520,,,,
岩井田,いわいだ,890,114873410,,,,
定松,さだまつ,890,114874300,,,,
太宰,だざい,890,114875190,,,,
末川,すえかわ,890,114876080,,,,
高泉,たかいずみ,890,114876970,,,,
来海,るい,890,114877860,,,,
萬田,まんだ,890,114878750,,,,
門岡,かどおか,890,114879640,,,,
末益,すえます,890,114880530,,,,
因,いん,890,114881420,,,,
箱山,はこやま,890,114882310,,,,
沢畠,さわはた,890,114883200,,,,
鳥潟,とりがた,890,114884090,,,,
半藤,はんどう,890,114884980,,,,
家崎,やざき,890,114885870,,,,
阿賀,あが,890,114886760,,,,
刈込,かりごめ,890,114887650,,,,
定,じょう,890,114888540,,,,
白髪,はくはつ,890,114889430,,,,
